Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP_pg,PTS_pg,TRB_pg,AST_pg,WS,WS48,BPM,VORP,draft_year,name_clean
46,ORL,Talen Horton-Tucker,Iowa State,6.0,305.0,5942.0,2809.0,800.0,852.0,0.427,0.299,0.771,19.5,9.2,2.6,2.8,6.0,0.049,-2.0,0.0,2019,talenhorton-tucker
47,SAC,Ignas Brazdeikis,Michigan,3.0,64.0,838.0,318.0,122.0,58.0,0.416,0.315,0.686,13.1,5.0,1.9,0.9,0.4,0.024,-4.9,-0.6,2019,ignasbrazdeikis
48,LAC,Terance Mann,Florida State,7.0,475.0,10630.0,3786.0,1651.0,980.0,0.496,0.371,0.782,22.4,8.0,3.5,2.1,23.3,0.105,-1.2,2.2,2019,terancemann
49,SAS,Quinndary Weatherspoon,Mississippi State,3.0,42.0,272.0,88.0,32.0,24.0,0.452,0.188,0.826,6.5,2.1,0.8,0.6,0.2,0.03,-5.5,-0.2,2019,quinndaryweatherspoon
50,IND,Jarrell Brantley,College of Charleston,3.0,41.0,273.0,110.0,53.0,29.0,0.457,0.38,0.833,6.7,2.7,1.3,0.7,0.6,0.108,0.0,0.1,2019,jarrellbrantley
51,BOS,Tremont Waters,LSU,3.0,40.0,407.0,149.0,37.0,85.0,0.354,0.296,0.96,10.2,3.7,0.9,2.1,0.1,0.012,-3.0,-0.1,2019,tremontwaters
52,CHO,Jalen McDaniels,San Diego State,6.0,252.0,4550.0,1699.0,829.0,292.0,0.449,0.322,0.777,18.1,6.7,3.3,1.2,5.3,0.056,-3.3,-1.5,2019,jalenmcdaniels
53,UTA,Justin Wright-Foreman,Hofstra,1.0,4.0,45.0,19.0,5.0,7.0,0.35,0.2,0.75,11.3,4.8,1.3,1.8,0.0,-0.008,-9.0,-0.1,2019,justinwright-foreman
54,PHI,Marial Shayok,Iowa State,1.0,4.0,28.0,11.0,7.0,1.0,0.25,0.333,0.75,7.0,2.8,1.8,0.3,-0.1,-0.13,-13.0,-0.1,2019,marialshayok
55,NYK,Kyle Guy,Virginia,3.0,53.0,431.0,165.0,53.0,50.0,0.361,0.303,0.75,8.1,3.1,1.0,0.9,0.1,0.006,-4.9,-0.3,2019,kyleguy
56,LAC,Jaylen Hands,UCLA,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2019,jaylenhands
57,NOP,Jordan Bone,Tennessee,2.0,24.0,249.0,68.0,28.0,26.0,0.378,0.286,,10.4,2.8,1.2,1.1,0.1,0.01,-5.9,-0.2,2019,jordanbone
58,GSW,Miye Oni,Yale,3.0,80.0,672.0,145.0,108.0,37.0,0.35,0.33,0.75,8.4,1.8,1.4,0.5,1.0,0.07,-2.5,-0.1,2019,miyeoni
59,TOR,Dewan Hernandez,Miami (FL),1.0,6.0,28.0,14.0,14.0,3.0,0.357,0.5,0.6,4.7,2.3,2.3,0.5,0.0,0.043,-9.6,-0.1,2019,dewanhernandez
60,SAC,Vanja Marinković,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2019,vanjamarinkovic
1,MIN,Anthony Edwards,Georgia,6.0,442.0,15400.0,10854.0,2319.0,1826.0,0.453,0.369,0.802,34.8,24.6,5.2,4.1,31.4,0.098,2.1,15.8,2020,anthonyedwards
2,GSW,James Wiseman,Memphis,5.0,152.0,2857.0,1363.0,838.0,113.0,0.56,0.262,0.682,18.8,9.0,5.5,0.7,4.3,0.072,-4.0,-1.5,2020,jameswiseman
3,CHO,LaMelo Ball,,6.0,303.0,9392.0,6304.0,1726.0,2224.0,0.418,0.365,0.847,31.0,20.8,5.7,7.3,19.8,0.101,3.3,12.5,2020,lameloball
4,CHI,Patrick Williams,Florida State,6.0,348.0,8952.0,3141.0,1341.0,509.0,0.438,0.381,0.762,25.7,9.0,3.9,1.5,8.3,0.044,-2.6,-1.4,2020,patrickwilliams
5,CLE,Isaac Okoro,Auburn,6.0,397.0,10441.0,3292.0,1103.0,636.0,0.465,0.347,0.741,26.3,8.3,2.8,1.6,18.2,0.084,-2.3,-0.8,2020,isaacokoro
6,ATL,Onyeka Okongwu,USC,6.0,381.0,9208.0,4083.0,2620.0,625.0,0.573,0.356,0.756,24.2,10.7,6.9,1.6,30.9,0.161,0.6,6.0,2020,onyekaokongwu
7,DET,Killian Hayes,,6.0,239.0,6047.0,1885.0,691.0,1202.0,0.377,0.28,0.792,25.3,7.9,2.9,5.0,-0.4,-0.004,-4.0,-3.0,2020,killianhayes
8,NYK,Obi Toppin,Dayton,6.0,386.0,6662.0,3353.0,1337.0,483.0,0.521,0.355,0.786,17.3,8.7,3.5,1.3,17.7,0.128,1.2,5.4,2020,obitoppin
9,WAS,Deni Avdija,,6.0,425.0,11878.0,5643.0,2690.0,1450.0,0.462,0.333,0.771,27.9,13.3,6.3,3.4,21.7,0.088,0.0,6.0,2020,deniavdija
10,PHO,Jalen Smith,Maryland,6.0,324.0,5463.0,2831.0,1787.0,287.0,0.501,0.342,0.752,16.9,8.7,5.5,0.9,14.6,0.128,-0.3,2.4,2020,jalensmith
11,SAS,Devin Vassell,Florida State,6.0,370.0,10446.0,5212.0,1413.0,955.0,0.443,0.372,0.807,28.2,14.1,3.8,2.6,16.8,0.077,-0.3,4.4,2020,devinvassell
12,SAC,Tyrese Haliburton,Iowa State,5.0,333.0,10998.0,5842.0,1218.0,2947.0,0.477,0.392,0.855,33.0,17.5,3.7,8.8,37.6,0.164,4.8,18.9,2020,tyresehaliburton
13,NOP,Kira Lewis Jr.,Alabama,4.0,131.0,1745.0,687.0,169.0,233.0,0.397,0.294,0.848,13.3,5.2,1.3,1.8,1.3,0.036,-3.5,-0.6,2020,kiralewisjr.
14,BOS,Aaron Nesmith,Vanderbilt,6.0,333.0,7511.0,3191.0,1133.0,391.0,0.453,0.383,0.828,22.6,9.6,3.4,1.2,11.2,0.072,-2.1,-0.2,2020,aaronnesmith
15,ORL,Cole Anthony,UNC,6.0,355.0,8462.0,4249.0,1459.0,1344.0,0.419,0.343,0.841,23.8,12.0,4.1,3.8,10.5,0.06,-0.8,2.5,2020,coleanthony
16,POR,Isaiah Stewart,Washington,6.0,365.0,8859.0,3212.0,2467.0,473.0,0.514,0.343,0.737,24.3,8.8,6.8,1.3,19.5,0.106,-1.5,1.2,2020,isaiahstewart
17,MIN,Aleksej Pokusevski,,4.0,168.0,3429.0,1253.0,778.0,327.0,0.391,0.304,0.702,20.4,7.5,4.6,1.9,-0.2,-0.002,-3.1,-1.0,2020,aleksejpokusevski
18,DAL,Josh Green,Arizona,6.0,349.0,7323.0,2190.0,879.0,495.0,0.48,0.387,0.705,21.0,6.3,2.5,1.4,11.1,0.073,-2.6,-1.2,2020,joshgreen
19,BRK,Saddiq Bey,Villanova,5.0,364.0,11050.0,5374.0,1932.0,720.0,0.418,0.355,0.842,30.4,14.8,5.3,2.0,20.0,0.087,-0.5,4.3,2020,saddiqbey
20,MIA,Precious Achiuwa,Memphis,6.0,393.0,8141.0,3156.0,2305.0,414.0,0.494,0.299,0.596,20.7,8.0,5.9,1.1,14.8,0.087,-2.1,-0.3,2020,preciousachiuwa
21,PHI,Tyrese Maxey,Kentucky,6.0,388.0,12848.0,8182.0,1242.0,1864.0,0.461,0.377,0.873,33.1,21.1,3.2,4.8,35.1,0.131,2.2,13.5,2020,tyresemaxey
22,DEN,Zeke Nnaji,Arizona,6.0,303.0,3633.0,1243.0,702.0,129.0,0.503,0.345,0.671,12.0,4.1,2.3,0.4,7.5,0.1,-2.8,-0.7,2020,zekennaji
23,NYK,Leandro Bolmaro,,2.0,49.0,309.0,56.0,50.0,28.0,0.27,0.227,0.846,6.3,1.1,1.0,0.6,-0.3,-0.048,-7.8,-0.5,2020,leandrobolmaro
24,MIL,R.J. Hampton,,4.0,170.0,3116.0,1155.0,466.0,307.0,0.408,0.338,0.679,18.3,6.8,2.7,1.8,0.8,0.013,-3.8,-1.4,2020,r.j.hampton
25,OKC,Immanuel Quickley,Kentucky,6.0,394.0,10523.0,5692.0,1379.0,1618.0,0.426,0.375,0.852,26.7,14.4,3.5,4.1,27.9,0.127,1.5,9.2,2020,immanuelquickley
26,BOS,Payton Pritchard,Oregon,6.0,426.0,9564.0,4498.0,1264.0,1291.0,0.457,0.394,0.869,22.5,10.6,3.0,3.0,29.4,0.148,1.5,8.5,2020,paytonpritchard
27,UTA,Udoka Azubuike,Kansas,4.0,84.0,724.0,256.0,235.0,14.0,0.758,,0.444,8.6,3.0,2.8,0.2,2.0,0.133,-1.5,0.1,2020,udokaazubuike
28,LAL,Jaden McDaniels,Washington,6.0,439.0,12765.0,4868.0,1836.0,761.0,0.489,0.359,0.774,29.1,11.1,4.2,1.7,23.1,0.087,-1.5,1.5,2020,jadenmcdaniels
29,TOR,Malachi Flynn,San Diego State,5.0,217.0,3076.0,1184.0,376.0,414.0,0.387,0.333,0.747,14.2,5.5,1.7,1.9,2.9,0.045,-2.6,-0.5,2020,malachiflynn
30,BOS,Desmond Bane,TCU,6.0,395.0,12030.0,7227.0,1776.0,1517.0,0.475,0.407,0.89,30.5,18.3,4.5,3.8,33.0,0.132,2.2,12.7,2020,desmondbane
31,DAL,Tyrell Terry,Stanford,2.0,13.0,59.0,13.0,6.0,6.0,0.353,0.0,0.333,4.5,1.0,0.5,0.5,0.0,-0.035,-4.8,0.0,2020,tyrellterry
32,CHO,Vernon Carey Jr.,Duke,3.0,37.0,187.0,72.0,50.0,5.0,0.474,0.143,0.654,5.1,1.9,1.4,0.1,0.2,0.058,-6.3,-0.2,2020,vernoncareyjr.
33,MIN,Daniel Oturu,Minnesota,2.0,33.0,188.0,63.0,53.0,10.0,0.431,0.167,0.706,5.7,1.9,1.6,0.3,0.3,0.086,-5.2,-0.2,2020,danieloturu
34,PHI,Théo Maledon,,4.0,177.0,3753.0,1373.0,489.0,518.0,0.372,0.31,0.793,21.2,7.8,2.8,2.9,-0.2,-0.002,-4.6,-2.4,2020,theomaledon
35,SAC,Xavier Tillman Sr.,Michigan State,6.0,290.0,4354.0,1433.0,1021.0,330.0,0.506,0.246,0.572,15.0,4.9,3.5,1.1,10.3,0.114,-0.2,2.0,2020,xaviertillmansr.
36,PHI,Tyler Bey,Colorado,1.0,18.0,71.0,18.0,19.0,3.0,0.318,0.25,0.6,3.9,1.0,1.1,0.2,0.0,-0.033,-9.5,-0.1,2020,tylerbey
37,WAS,Vít Krejčí,,5.0,203.0,3941.0,1320.0,483.0,371.0,0.458,0.393,0.754,19.4,6.5,2.4,1.8,6.9,0.084,-2.0,0.1,2020,vitkrejci
38,UTA,Saben Lee,Vanderbilt,4.0,134.0,1943.0,697.0,260.0,378.0,0.421,0.271,0.734,14.5,5.2,1.9,2.8,3.5,0.085,-1.4,0.3,2020,sabenlee
39,NOP,Elijah Hughes,Syracuse,2.0,54.0,498.0,157.0,67.0,28.0,0.328,0.28,0.769,9.2,2.9,1.2,0.5,-0.4,-0.039,-6.4,-0.5,2020,elijahhughes
40,MEM,Robert Woodard II,Mississippi State,2.0,25.0,87.0,27.0,27.0,5.0,0.278,0.2,0.5,3.5,1.1,1.1,0.2,-0.1,-0.077,-7.7,-0.1,2020,robertwoodardii
41,SAS,Tre Jones,Duke,6.0,362.0,8196.0,3397.0,1030.0,1740.0,0.503,0.312,0.84,22.6,9.4,2.8,4.8,20.3,0.119,-0.1,4.0,2020,trejones
42,NOP,Nick Richards,Kentucky,6.0,305.0,5363.0,2154.0,1761.0,172.0,0.621,0.261,0.724,17.6,7.1,5.8,0.6,13.9,0.124,-2.9,-1.2,2020,nickrichards
43,SAC,Jahmi'us Ramsey,Texas Tech,3.0,39.0,349.0,147.0,45.0,21.0,0.416,0.271,0.68,8.9,3.8,1.2,0.5,-0.1,-0.008,-5.4,-0.3,2020,jahmi'usramsey
44,CHI,Marko Simonovic,,2.0,16.0,55.0,23.0,12.0,0.0,0.273,0.222,0.692,3.4,1.4,0.8,0.0,0.0,-0.026,-12.3,-0.1,2020,markosimonovic
45,MIL,Jordan Nwora,Louisville,4.0,206.0,3359.0,1564.0,659.0,216.0,0.433,0.376,0.807,16.3,7.6,3.2,1.0,3.0,0.043,-2.8,-0.7,2020,jordannwora
46,POR,CJ Elleby,Washington State,2.0,88.0,1366.0,407.0,259.0,97.0,0.39,0.275,0.717,15.5,4.6,2.9,1.1,0.5,0.018,-5.2,-1.1,2020,cjelleby
47,BOS,Yam Madar,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2020,yammadar
48,GSW,Nico Mannion,Arizona,1.0,30.0,364.0,123.0,46.0,70.0,0.342,0.367,0.821,12.1,4.1,1.5,2.3,0.2,0.029,-3.9,-0.2,2020,nicomannion
49,PHI,Isaiah Joe,Arkansas,6.0,392.0,6943.0,3219.0,824.0,455.0,0.436,0.406,0.855,17.7,8.2,2.1,1.2,19.0,0.131,0.6,4.6,2020,isaiahjoe
50,ATL,Skylar Mays,LSU,4.0,105.0,1111.0,451.0,122.0,182.0,0.445,0.345,0.859,10.6,4.3,1.2,1.7,2.1,0.092,-0.7,0.4,2020,skylarmays
51,GSW,Justinian Jessup,Boise State,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2020,justinianjessup
52,SAC,KJ Martin,,5.0,309.0,6674.0,2652.0,1247.0,371.0,0.545,0.329,0.673,21.6,8.6,4.0,1.2,12.4,0.089,-1.8,0.4,2020,kjmartin
53,OKC,Cassius Winston,Michigan State,2.0,29.0,137.0,55.0,10.0,19.0,0.409,0.435,0.9,4.7,1.9,0.3,0.7,0.1,0.051,-4.9,-0.1,2020,cassiuswinston
54,IND,Cassius Stanley,Duke,2.0,33.0,248.0,88.0,39.0,5.0,0.36,0.233,0.895,7.5,2.7,1.2,0.2,0.0,-0.006,-7.9,-0.4,2020,cassiusstanley
55,BRK,Jay Scrubb,John A. Logan College,3.0,24.0,235.0,97.0,36.0,10.0,0.416,0.313,0.765,9.8,4.0,1.5,0.4,-0.1,-0.014,-6.6,-0.3,2020,jayscrubb
56,CHO,Grant Riller,College of Charleston,1.0,7.0,27.0,18.0,1.0,3.0,0.667,0.5,,3.9,2.6,0.1,0.4,0.1,0.177,5.1,0.0,2020,grantriller
57,LAC,Reggie Perry,Mississippi State,2.0,36.0,398.0,170.0,120.0,26.0,0.459,0.189,0.679,11.1,4.7,3.3,0.7,0.4,0.048,-5.5,-0.3,2020,reggieperry
58,PHI,Paul Reed,DePaul,6.0,325.0,4163.0,1779.0,1320.0,288.0,0.565,0.31,0.69,12.8,5.5,4.1,0.9,15.9,0.184,1.7,3.9,2020,paulreed
59,TOR,Jalen Harris,Nevada,1.0,13.0,172.0,96.0,18.0,17.0,0.5,0.472,0.778,13.2,7.4,1.4,1.3,0.3,0.079,0.3,0.1,2020,jalenharris
60,NOP,Sam Merrill,Utah State University,6.0,225.0,4197.0,1796.0,456.0,371.0,0.424,0.397,0.89,18.7,8.0,2.0,1.6,10.5,0.12,0.1,2.3,2020,sammerrill
